Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
11,7,A Gritty Murder Mystery with Political and Social Overtones,noralee,n/a,15/08/2025,"""Memories of Murder (Salinui chueok)"" is an involving, cross-cultural take on the ""L.A. Confidential"" noir genre of a murder mystery with a political filter, layered with elements that gritty British TV detectives have mastered, from ""Prime Suspect"" on.While co-writer/director Joon-ho Bong uses the conventions of the contrasting buddy cop movie, sometimes simplistically for comic effect, he has more social commentary on his mind than a captivating investigation into a serial killer and avoids the usual titillating gore fest.Set specifically in 1986, the film visually captures the changes in industrializing, modernizing and politically restive South Korea, where new, dark, noisy factories were sprouting up in the middle of agricultural areas. From the opening shot that could be out of ""Witness,"" we see a peasant bring what looks like a city sophisticated cop to a crime scene.But that's just the start of the conflicting comparisons. We've seen enough ""CSI""s to sympathize with him immediately as he hopelessly tries to secure the crime scene for clues despite a Keystone Cops-incompetent forensics and investigative team who keep sliding into the irrigation ditch. But he starts to seem a bit of a buffoon to us as he gives more credence to gossipy tips from his girlfriend than clues from the scene and he manufactures ""evidence.""Our sympathies are curdled even more as we see him conduct an old-fashioned coercive interrogation of a developmentally disabled suspect -- and he's the good cop. Even without knowing anything about Korean law, it certainly looks like they are compromising the investigation, as his thug partner, who is nowhere as complex as Russell Crowe's Bud White, gets as out of control as a cartoonish ""Lethal Weapon"" cop, and that cop never grows and develops in the story beyond being a brutality enforcer so becomes a pathetic comic figure. Their complicit boss just seems ineffectual as he's clearly over his head with this kind of murder investigation.But through the background TV broadcasts of demonstrations and civil defense alerts and drills, we gather that their interrogation procedures were more developed through oppressing political dissidents and forcing confessions than professional criminal detective work. Ironically, they ultimately can't get the resources they need in this difficult case because of these politically-drummed up time-consumers, especially for manpower and sophisticated forensic tools that they have to beg from the FBI.The film changes tone and settles down into an intellectual thriller as a classic big city detective is sent from Seoul, and we have some of the interchanges we've seen in ""In the Heat of the Night"" and in ""Insomnia,"" as the first cop now seems even more of a simpleton in his standard operating procedures of relying on his knowledge of the locals and instincts about human nature (though even a fellow officer teases him about whether he can tell apart a rapist and victim's brother), while the city guy is looking and listening for clues and real evidence, like a Korean ""Dalziel and Pascoe."" But the tension is ramped up as the killer keeps killing  and the film starts showing us the murders as they are about to happen just as the cops are getting hints about his modus operandi and even after the police are on alert. Their frustration at not being able to stop him is grippingly conveyed by the lead actors, as each starts to abandon their usual procedures out of mounting frustration, and by the editing.A droll side bar is that the macho team is given a key clue by a policewoman who they otherwise relegate to getting them refreshments. Their macho attitudes also keep them from learning vital clues from the marginalized men they pick up as suspects.The coda in contemporary Korea is effective, reinforcing a sense of societal complicity is letting such murders happen and go on, though I was curious what happened to the city cop as well as the local guy. I had no idea until I read the IMDb message board that this was a based on a real case, so I appreciate even more that a cheap ending wasn't tacked on.The cinematography and editing are terrific throughout, with many of the scenes in the dark and rain. Particularly dramatic are harrowing scenes along railroad tracks and a tunnel that are reminiscent of stark imagery from Mervyn LeRoy's ""I Am a Fugitive from a Chain Gang.""It is frustrating for English subtitle readers that not more of the Korean on the screen, such as newspaper headlines or heard, such as the TV broadcasts and pop tunes, isn't translated.",False
12,10,Walking in Dangerous Rain,hagfish,n/a,15/08/2025,"Since a synopsis would be redundant here, I'll confine myself to praise alone.Each positive comment that precedes this is accurate. I watched this movie yesterday. I couldn't take my eyes off it. Everything taking place on screen was riveting, from the simple act of walking down a dark lonely road in the rain, to a wild chase by three desperate detectives. This movie held me in thrall.As a new viewer of Asian movies, I try to analyze the reason I tend not to be interested in western works any longer. I finally came to the conclusion that it has to do with the accessibility of the players. They seem to be people first, actors by choice, and stars, by the public making them so.In Memories of Murder, I saw this human factor almost too painfully. By the end of the story, I was in tears. Even now, the mood prevails. It's been so long since these crimes took place, and I don't know absolutely that they remain unsolved, but I think it's the case, and I think about that, and how frustrating it still must be to those who worked on the case.The actors have become the people in my mind, and the horrible sense of defeat that becomes palpable eventually, is heartbreaking. When one relates to the inroads made on the health; mental and physical; of the detectives, who are ultimately portrayed as tireless and completely dedicated to the case, you realize that you've watched something that is historic. You have seen the probable truth.The way this movie draws you into it, so that you are walking through dangerous rain, with a warning shout in your throat, points to the brilliance of the director and the players.It is difficult to say, ""I love this movie"", just as it is hard to say, I love Silence of the Lambs, because love is a peculiar word to use for such fare.But yes, I love it for the fact that during it, I was in a small village in South Korea in a terrible era of sirens blaring, military dictatorship, and the hopeless pursuit of a serial killer. I landed back here in this time and place with a thud, only after turning off the DVD player, and going to the kitchen for a glass of water. While I was caught there mentally---I felt the desperation, and I felt the defeat and the sorrow of the detectives, who were essentially decent enough human beings when all was said and done.There are not many movies that can time-travel you into their present. This will do it.I most seriously recommend that you view the interviews with the director and the stars (all of them are stars of a special kind in my mind) in order to dispel some of the hold the story will have on you.These are incredibly interesting people, and it's a sheer joy to see them smiling and peaceful. They're intelligent, educated and articulate. The younger members of the cast, the less seasoned, are so beautiful in their desire to do it right.They definitely did it right. They were wonderful, and they thanked the interviewer. How lovely that was to see.I watched the movie using the English subtitles rather than the English dubbing because I wanted the authenticity. The subtitles were very good.",False
13,6,Overrated,javakka,n/a,15/08/2025,"SpoilerDon't believe all those reviews that say ""the last scene will haunt you for ages"", it might as well not. If you're like me, you'll probably won't get any closure at the end, just sitting there with a ""was that it?"" face, wishing you wouldn't spend two hours of your life on something that dull and shallow.Comparing this to ""Seven"" is ridiculous. In ""Seven"", you had a gripping story, gory killings and a few ""holy sh.."" plot twists. This movie is a linear narrative about couple of stupid clueless cops running around in circles, randomly busting and torturing vulnerable people without any reason. Most of the traces go nowhere, most of the ""Chekhov's guns"" never fire.I didn't like ""Zodiac"", and I didn't like this movie. Looks like the writers of both just tried too much to recreate the ""actual events"", forgetting that the real life isn't so interesting to watch on the screen.Oh yeah, some good cinematography. But that's it.",True
14,5,I was let down by the high ratings....,keelhaul-80856,n/a,15/08/2025,"SpoilerI love Asian cinema, and good movies of many genres from across the world. I think Korea has some of the best new films I've seen in years, compared to the dead drivel oozing from America and Hollywood these days. Admiral: Roaring Currents is a good example, as is Outlaws, and there are several epic drug or detective dramas and serial killer thrillers like ""I Saw the Devil""--- absolute masterpieces, or at the least, excitingly different takes on modern thrillers. There are many others I can't remember by name, but you get the point. I enjoyed ""Outlaws"" the other night, which has a 7 rating, so when I saw that this film has over 8, I was thrilled. I had contemplated watching it for some time, and even got my wife to watch(she is not nearly as into foreign flicks, but enjoyed the Handmaiden and a few other horrors or thrillers from Asia.Anyway, this was intriguing, and had the potential to be very spooky and chilling. I just found that the direction they took with this made everyone seem humorous, disjointed, and inept idiots. The local cops are so unbelievably lazy and stupid that it ruins the realism. The pacing is bad, and way too slow or comedic for such heavy material in places. I was really hoping for a big twist, only to be let down by a ""it could be anyone, even you"" ending for finding the killer. There are many holes in logic in this movie, and I really need to read what the true story is based on-- because this surely cannot be the full true story. There are interesting moments, and the cinematography and music are quite haunting in places. The 8.3 or whatever score is a bit absurd, though. I can name at least 5 Korean films that are ranked lower than this one, but are extremely better in action, pacing, acting, script, and payoff. Worth a watch, but I was fooled by the over-the-top ratings and hype surrounding this film.",True
15,8,the crime is solved - decades later,ferguson-6,n/a,15/08/2025,"SpoilerGreetings again from the darkness. Between 1986 and 1991, 10 women were raped and brutally murdered in the province of Gyeong-gi outside Seoul. Considered South Korea's first serial killer case, the crime went unsolved until 2019. The case was the inspiration for writer-director Bong Joon Ho's second feature film, as was Kwang-rim Kim's play, ""Come to See Me"". Director Bong Joon Ho co-wrote the screenplay with Sung-bo Shim, and of course, went on to win an Oscar for PARASITE (2019), in addition to providing other popular features such as OKJA (2017), SNOWPIERCER (2013), and THE HOST (2006). This early film can be compared to David Fincher's ZODIAC (2007), although this one is a blend of murder mystery, crime thriller, black comedy, and political commentary.Kang-ho Song (PARASITE) stars as Park, a local detective called to the scene of the first victim. Almost immediately we can tell Park and the police force are borderline incompetent. Park is convinced he has ""Shaman eyes"" and can identify the guilty party simply by looking at them. Of course, this is ridiculous and is proven so on a few occasions. Park's partner, Detective Jo, is a hothead who takes a heavy-handed approach to interrogation (though he later experiences true karma). When a second victim is discovered, a more seasoned professional, Detective Seo, arrives from Seoul. In contrast to Park's gut-feeling approach, Seo puts faith in evidence, proclaiming, ""Documents never lie"". These two detectives are at the core of the story and we watch as each evolves.The film begins on October 23, 1986 as the body of the first victim is found. We witness how the crime scene is immediately corrupted by both cops and local kids. This is also our indoctrination to how the filmmaker is treating this much differently than most crime dramas. A stream of suspects Park refers to as ""punks"" are paraded through the station, but true chaos ensues at the scene of the second body. We can't help but be relieved when a professional, big city detective arrives. Bits of evidence are slowly assembled - red clothes, rainy nights, a song on the radio - each may play a role in the actions of the killer. Frustration builds as more murders occur and the detectives are unable to pin down the perpetrator.The mental and physical toll that detectives endure with such a case are on full display. The obsession with finding the murderer never ends and the fantastic ending proves that even a career change doesn't erase the failure. We are inundated with crime thrillers these days, but it's difficult to grasp how this masterpiece was put together by a director whose career was just getting started. Certainly today we recognize the brilliance of Bong Joon Ho, but this was 17 years ago! It plays as a time capsule of South Korea socially and politically in 1986, and it works on that level every bit as much as a crime thriller. Cinematographer Hyung Koo Kim (THE HOST) balances the crime scenes with the police station, as well as the telling facial expressions of the characters. Last year's solving of these horrific crimes pushed this classic into release, and it's well worth a watch.",True
16,10,Best crime/detective film ever,wiseman-4,n/a,15/08/2025,"My ""one line summary"" might be too subjective (well it's just an opinion after all), but that's what kind of thought came to my mind after seeing this film. It just sucked me in and didn't let away until the ending credits appeared. I'm really not a fan of this genre which is popular in various ""detective"" TV series but this film was something exceptional. A perfectly made detective film based on a real shocking murder case in S.Korea in 80's. This is a must see Korean film for everybody and this must be a real pearl for those who love detective stories because perhaps it's the best detective film ever...I give it a 10/10 this film is worth it.",False
17,10,Left me in AWE!,Kazombie,n/a,15/08/2025,"Being a movie buff and a director in the making, I watched this film (with English subtitles, Korean not being my mother tongue), I was completely blown away by this piece of cinematic excellence. There is not a single thing about this film that I can think of in a negative connotation. I wouldn't want to give away anything about this masterpiece. All I would like to say is that this is a film not to be missed. If I want any of my movies to be globally renowned one day, I hope it resembles ""memories of murder"" in any form whatsoever.This film simply belongs in the top 10 of the greatest movies ever made. 10/10.",False
18,8,The Last scene . . .,jack_o_hasanov_imdb,n/a,15/08/2025,"SpoilerIt was a great movie, I like it very much. I understand why it was so recommended by others.The last scene was perfect. . .",True
19,9,Jarringly disturbing and haunting film,yonghow,n/a,15/08/2025,"I have long since heard of the excellence of this korean movie on koreanfilm.org, but it was only after reading the review in detail and realizing that the score was written by Taro Ishiwaro ( a well known Japanese musician who also wrote scores for Shohei Imamura and Japanese TV serials, including The Inanimate World ), and that the DOP was Kim Hyung-gu (who also shot Musa, One Fine Spring Day and Chen Kaige's Together) that it stumped on me I was indeed missing a masterpiece.And a masterpiece it is, one deeply haunting and disturbing asian crime thriller. The mood invoked during the last few minutes of the film is something you would probably never forget.Watch this film not only for its cinematic brilliance, but also because of the mezmerising score written by Taro Ishiwaro, track no 29 on the OST the favourite on my list.",False
20,8,"""This time be realistic, like in a movie.""",classicsoncall,n/a,15/08/2025,"SpoilerStarting out I didn't know how to take this movie. The senior police detective is out planting evidence, his belligerent sidekick routinely beats and tortures suspects, and people brought in for questioning admit to crimes they're completely innocent of. It's all very disorienting and doesn't make a lot of sense until about the second half of the movie when the detectives hunker down and involve themselves in routine but exhausting police work.Regarding planted evidence, feeble minded suspect Kwang-ho (No-shik Park) might have been able to out Detective Park (Kang-ho Song) for his dishonest methods if he'd been able to differentiate the underside of his left foot sneaker with the picture the detective showed him of a right shoe footprint. If you go back and check that scene, you'll see that the physical shoe couldn't have made the print in the 'evidence'. The correct sneaker would have made a reverse image print in the dirt.It's kind of ironic actually that the big break in the case occurs because a lowly female desk officer makes a connection between a sad song played on a radio station and rainy nights when a serial killer's murders occur. This while Detective Park is crystallizing his theory about crazy hairless men (trust me, you have to catch that!).When everything finally comes together and the detective on loan Seo Tae-yoon (Sang-kyung Kim) closes in on the suspected serial killer, the rug is pulled out from under him and the viewer with the information from America that the DNA sample sent in is not conclusive. It points to another irony in as much as Seo's insistence on the infallibility of 'written documents' is torn to shreds. At that point, one feels helpless over Park Hyeon-gyu's (Hae-il Park) get away, since most of the circumstantial evidence pointed to him as the killer.I didn't know this film was about a real life serial killer case that went unsolved in South Korea in the Nineties. In fact, I didn't even know about the picture until I ran across it on one of the IMDb top film lists. Fortunately, I'm glad I kept an open mind enough despite the dubious outset, because the story turned out to be a provocatively intriguing one, even if no resolution occurred as a result. The closing scene inspires closure and doubt at the same time, a unique conclusion to a murder mystery that remains unsolved in real life.",True
21,n/a,This movie will haunt you for ages.,n/a,n/a,15/08/2025,"SpoilerTwo weeks ago I happened to watch David Fincher's ""Zodiac"", then (thanks to IMDb) I found out about ""Salinui chueok"". I got the DVD of the movie instantly and saw it the very next day I saw ""Zodiac"" and the outcome? I have then decided that no other crime/detective movie can be as goo as this South Korean masterpiece. It is power packed Two and half hour movie with equal amounts of action and emotion.Set in the times of mid 80's, the period in which the military rule imposed strict rules on the civilians, a serial killer raped women and killed them. The movie follows the investigation sequences of the village policeman with the help of the police officer from Seoul. The story deepens as it goes ahead, revealing a whole lot of sub plots, each one telling the complexity of team work and human nature. The last scenes of the movie can set your tear glands to work.The last scene of the movie needs a special mention in which Inspector Park comes to the scene of crime after a long time and a girl approaches him and asks him what he is looking for. And she then tell that a man had been there at that place earlier before (suggestively the Murderer). Inspector Park asks the kid how he looked like and the girl replies, ""He looked Normal"" saying that she goes away and Inspector Park looks at the camera indicating that the killer might be one of the audience watching the movie. This scene by far is the best one I have ever seen on celluloid so far. Kudos to the director Bong Joon Ho for making a crime master piece.Note: Please do not watch this movie if you do not have respect towards cinema made in other languages and also towards other countries culture and also this movie is not for people who always want a villain in the end!. Saying that I conclude saying, one of the best two and a half hours you can ever spend your life is watching this movie!Cheers!",True
22,7,Salinui Chueok,johnny-08,n/a,15/08/2025,"This movie shows us how all countries in the world are able to make a good movies. South Korean movie ""Salinui Chueok"" (Memories of Murder) is a very good movie for everyone to watch. Movie is based on real events. Film is about one murder that happens in one little city. Local investigators are on the job in very strange circumstances (it appears that no one knows what to do when something like this happens). Local cops got help from a detective who came from the big city to solve the crime. The story is usual and this is not something new. But this movie is good because it's well directed and at the beginning you can't say how it's going to end. I can only say that I'm satisfied with the movie. You can easily imagine Hollywood stars in roles and script like this, but these actors were very good and all I can say is that this is a very pleasant surprise.",False
