Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
11,7,Angry,temrok9,n/a,15/08/2025,"SpoilerIt is not that Warrior is not a good film;in fact, from a point on it grabs you in continuous commitment with your heart pumping fast and helplessly.The truth is that at the start it looks like it wants to be something more than another fighting movie, with the roles of Nolte and Hardy, and the reading of Mobby Dick, some kind of elegy.And it could succeed at it, as the Hardy character-in one of Hardy's best performances-is built masterfully;yet, the other characters of the film gradually become banal, and whats worst-please do not read further if you have not seen the movie-at the end there is the most conservative choice one could imagine, as the winner is the family man who fights in order to pay for the home of his family, whereas the heroic-and anti heroic-veteran, looses everything.One could argue that the end is about reconciliation and the return to the unity of the family;in my opinion, it is a total fiasco that let me down and made me really angry. There should be some other way to discourage violence without letting down the most interesting character of the movie.His defeat is the failure of the film to be anything more than a family fighting movie to watch at home.Yet, for Hardy alone, I would very much like to watch it again.",True
12,10,Loved IT!,cervantese,n/a,15/08/2025,"I had the pleasure of watching this movie last night. I went since its a ""guy"" movie my husband was the one excited about it more than I was. I must say I was more than impressed with the leading men in this film. It has been a long time since a movie has had me on the edge of my seat, biting my nails as this movie did during the fighting scenes. If you are looking for great acting, family drama, awesome fighting scenes than this is the movie for you. After we left the theater we couldn't stop talking about it. I will definitely go see it again when it comes out. We really enjoyed it! Nick Nolte was amazing, and even my husband I think cried in a few scenes, (last time that happened was during Marley and Me) so I must say this movie is a MUST SEE!",False
13,6,People are giving it a little too much credit,hyndo,n/a,15/08/2025,"SpoilerOkay so I'm also one of those people who ""only registered to comment on this movie"" and I see a lot of people here being either ""OMG! BEST. MOVIE. EVER."" or ""omg how can this even be classified as a movie.Well in my opinion this movie is worth a watch, far from the best or even one of the greater movies I've seen but it was watchable till' the end, it didn't at least feel like a 2 hour movie. What follows are my problems with the film and I think you should see the movie before continuing reading. I'm going to talk about the drama, not how this is a rocky ripoff, fight-scenes, the incredible improbability that these two guys would end up in a tournament like this etc.SPOILER LINE OF DOOM - DO NOT PROCEED Okay so I gave this film a 6 out of 10 and I don't feel it deserves anything more, and nothing less. I'm really baffled to see how so many people see this as fantastic or great drama, the only dram that i felt had any impact on me was the relationship Tommy had with his father because they actually shared scenes with each other and you really could feel Tommys' anger with his father... unlike the relationship with his brother... which is the climax of the movie.To me it feels like they just throw a lot of negative events into everyones lives and expect me to instantly feel for them and apparently it works on some people but personally i need more than bad news to care for a person. Brendan has money issues, and he's angry with his father for being a drunk and spending more time with his brother than him, Brendan has one scene where he actually talks to his father. One. You can't expect me to feel anything about this come on.Tommy. His friend dies, goes AWOL, angry with his brother for leaving, angry with his father for being a drunk and he's an ex-marine. Whoa they really just threw everything and anything into this guy to make him likable. He has one scene with his brother where he says that he's mad because Brendan left. That's it. And this is gonna be sufficient for the finale? It ain't. What, all he ever wanted was for his brother to say he loves him and that would make it all okay? I really just didn't get why they ended this film like they did, I've seen some reviews here from people claiming they cried, personally I was in an emotional what the.. statement. Oh yeah, Tommy is fighting because he made a promise to his dead friends wife that he'd take care of them, we know this from 1 scene where he made a phone call and never speak of this again. I mean... what the hell is with this movie throwing so much in it and not developing anything.The thing I think the movie got right was the relationship Tommy had with his father Paddy. Nick Nolte does a great performance and I really sympathize with him and it was emotional seeing Tommy finally forgiving him, kind of, maybe he just felt guilty I really don't know they just kind of jumped to the climax from there. Anyway it was nice seeing some closure between them.Okay first review and it got pretty long, at least I feel I got what I wanted out and think they should have left some parts out and developed other more and for that, it's worth a 5-6. Not the best I've seen, nor the worst, just something watchable in the middle. If this will be the best drama you have seen, like some people on this site claim it is, guess what? There's so many other movies for you to watch than this one, better ones.",True
14,3,The willing suspension of disbelief,alsobillanderson,n/a,15/08/2025,"SpoilerA competition of 16 of the world's best fighters ends up with two brothers, one a high school teacher who had some UFC experience, and the other who as far as we know had zero experience. And they beat the world's best fighters? How are they even allowed in the competition?",True
15,n/a,The best of 2011 and one of the best ever!,n/a,n/a,15/08/2025,"OK, Lets talk about the the big pink elephant in the room first. Yes, the movie has a similar storyline from movies of the past. And yes, it may be, to some, ""just another fight movie. However, Warrior has the audacity to challenge the cliché's and still manages to stand out from the rest. Bottom line, Warrior is a well written and directed emotional roller coaster that will have you at the edge of your seat. With a star studded cast and top notch acting, the performances were solid and believable. Nick Nolte in particular did a fantastic job with his role and will have you nearly in tears. As the movie progresses you will be torn on what you would like to see happen for the climax of this entertaining thrill ride. Movies with this much emotional power connected to the characters only come around every once in a while. Go see this movie to finish off the summer or forever regret not supporting what is sure to be a classic!",False
16,8,Best Fighting Movie Since Rocky,wildaboutmovies,n/a,15/08/2025,"I had the pleasure of seeing Warrior at 2011 CinemaCon, walking in not knowing a thing about the movie, other than it was a movie about 'fighting.' And though a MMA movie (Mixed Martial Arts), not boxing, per se, for the genre, fighting, Warrior delivers a much better story than The Fighter, and is on par with Clint Eastwood's Oscar winner, Million Dollar Baby.Expect a Best Supporting Actor Oscar nod in 2012 for Nick Nolte. And superstar status for Tom Hardy.Warrior, though a work of fiction, plays out like a true story; two brothers at odds with each other and their father, in the town of Pittsburgh, who resort to prize fighting, one for the money, the other to prove himself a man.",False
17,10,Amazing,ctarheel-315-535986,n/a,15/08/2025,"The official trailer itself is a little bit of a spoiler. I didn't even have an IMDb account and made one just to rate this movie. One of the best iv ever seen. First movie iv ever cried during, and i cried twice lol. Whether your a guy who likes fighting movies or a girl who doesn't know what MMA stands for, this movie will blow you away. Seriously, I don't know how anyone could watch this and think it wasn't at the very least, a Very Good movie. It kept me on the edge of my seat, and its also more realistic the most fighting movies. Watching rocky and most box office fighting films, there tends to be over-dramatized punching noises and the boxers seem to fight without attempting to guard themselves. Aside from the realistic fight however, is a very emotional drama which is sure to move anyone who pays attention to the film.",False
18,9,Best Sports Movie this year. One of the greatest fighting movie of all time,silentslayerkris,n/a,15/08/2025,"SpoilerOver the past few years we've been receiving quite a lump sum of MMA movies due to the rise of the sport. But movies like Never back down, and fighting just doesn't cut it with their cliché man against man rivalry, with their over the top inaccurate MMA-like action. Then there came Warrior. Was it just another MMA movie with over the top hardcore action? Well lets find out.What pulled me into the movie at first was the trailer. The trailer didn't have hardcore rock or scenes of ""You're not the best around here you can't beat me"" shenanigans. It had the sense of two brothers trying to solve their own problems while trying to deal with each other and their former alcoholic father through the use of a huge MMA tournament named Sparta. In which revealed in the trailer they eventually have to face each other.The story of Warrior although is very MMA suited, you will see about more drama than there is action. Not that there is a problem with that, but it's always great to see how everything unfolds. A former MMA fighter now Physics teacher Brendan Conlon (Joel Edgerton) faces financial problems with his house and is slowly getting back into the mix by competing in underground fights. But the education system finds out about his antics, thus for he is suspended without pay. So he uses this to train full time, and compete in Sparta. Whereas former Marine Tommy Conlon (Tom Hardy) a war hero who is suffering through PTSD, decides he wants to fight in Sparta to give the prize money to the family of his fallen friend. Then there is the father Paddy (Nick Nolte) a former alcoholic who is trying to reach out for his sons for forgiveness of being a family wreck. Who in return is being used as Tommy's trainer, bet is being neglected by him as well. Then Brendan although neglecting him as well, is trying to deal with his own problems and has no time for him.As for the fight scenes of the movie, I can say I am an experienced Martial artist I've trained in several styles. Although I am not a pro MMA fighter yet, I've watched enough fights to actually comprehend how MMA fights are like and the rules and whatnot. Warrior has put in really great choreography of an authentic MMA fight. It was as if I was watching real fights on the big screen. Although there were some over the top moves here and there, most of the techniques portrayed in Warrior are applicable in a real life combat situation.The performance and screenplay, all were simply amazing. Tom Hardy's performance was astounding, as so was Nick Nolte's. The appearances of Nate Marquardt (UFC), Anthony Johnson(UFC), Erik Apple(Strikeforce), Roan Carneiro(Freelance) and Kurt Angle(TNA) did a really good job being actors of the movie while being able to retain their athletic ability of being professional athletes in combat sports.The movie had a unique way making you feel absorbed into the movie, getting to know the characters and feeling attached to them emotionally. Warrior is an emotional roller coaster that will make you laugh, really tense, and even leaving the theater in tears. Whether you are the MMA athlete, fan, trainer, enthusiast or an average movie goer, This movie is for you. Definitely one of the best movies I've seen this year.",True
19,10,What You Fight For,jon.h.ochiai,n/a,15/08/2025,"""Warrior"" may be one of the best movies of the year that no one sees. That in itself is puzzling. Mixed martial arts and UFC are in the cultural mainstream; in fact MMA is more popular than professional boxing. Director and writer Gavin O'Connor did the amazing ""Miracle"" a few years back about the 1980 U.S. Olympic Hockey Team. So he has the touch for inspirational sports stories. In ""Warrior"" estranged brothers Brendan Conlon (Joel Edgerton) and Tommy Conlon (Tom Hardy) fight each other in the finals of the winner take all mixed martial arts tournament Sparta in Atlantic City. ""Warrior"" is an inspired story of family, honor, and redemption. I applauded at the end of the movie along with the rest of the audience.""Warrior"" is a paradox of styles as inspired by its leads. Tommy (Hardy) is the AWOL Marine war hero from Afghanistan. He literally tore off a submerged tank door, saving those inside. Tommy plows through opponents with sheer rage and power. He is explosive technique. We witness this as he savagely dismantles world middle weight contender ""Mad Dog"" Grimes (cocky Erik Apple) with kicks, punches, and throws in an impromptu sparring session. Tommy mysteriously appears at his Dad's door step in Pittsburgh. He blames Paddy (powerful and sublime Nick Nolte) for the death of his mother. Brendan (Edgerton) is the high school physics teacher and former UFC fighter. He and his wife Tess (strong Jennifer Morrison) work several jobs to pay their upside down mortgage. Brendan gets an entry into Sparta to save his family home. He is smart and willing to take punishment to leverage his opponent's mistakes—getting a tap out. Brendan like Tommy has no love for their recovered drunk Dad (Nolte).At the narrative arc Brendan says to Tommy, ""I love you!"" And neither will back down. I think O'Connor and writers Anthony Tambakis and Cliff Dorfman at times overstate the family dysfunction. ""Warrior"" could have been leaner, as strange as that sounds. The mixed martial arts fighting are world class and many of the fighters are MMA stars. Former professional wrestling champion Kurt Angle is fierce and dominating as Russian champ Koba. His match with Brendan is vicious and amazing. ""Warrior"" authentically gets the brutality and precision of mixed martial arts. Hardy and Edgerton are awesome. I read that Hardy trained intensely gaining 30 pounds of muscle. He broke ribs and fingers. Edgerton tore his knee out during the shoot.""Warrior"" has a gritty atmosphere that is all about character and adversity. O'Connor seamlessly captures this in the simple camera shots and intimate dialog. He generates amazing performances. Edgerton is the delicate balance of compassion and focus. His Brendan is a good and decent man. Hardy has an electrifying enigmatic presence. He provokes a painful sadness and rage in Tommy, for whom honor and family are everything. Nick Nolte poignantly plays their broken father, who is pivotal in the redemption of his sons. Ultimately, ""Warrior"" is about forgiveness and love. It is one of the year's best.",False
20,10,"One of the most heart-breaking, emotional films I have ever seen.",mattyt_tmf,n/a,15/08/2025,"SpoilerIt's really hard to start with this movie. It basically covers two estranged brothers - One who has embraced a quiet, family life; the other, dedicated his time to the United States military. Through a series of events, they come in contact with each other again during a MMA tournament. Tom Hardy and Joel Edgerton capture the hearts of the fans with their emotional, tear-wrenching performances, with Nick Nolte as their father delivering the most emotional performance of them all. With the film being a MMA movie, it's strange to think that drama would be so prevalent but essentially it is the backbone of the story.The addition of The National's 'About Today' cements the final scene as a definite tear-jerker.",True
21,10,One of the few movies that made me shed a few tears.,MrSelfPaid,n/a,15/08/2025,"Watching this movie from my perspective, made me shed a few tears. For someone like me who has a younger brother that I always look after, I reacted to every scene as if it was parallel to my life.Great performances all around and one of the few movies that made me felt a range of emotions.See it.",False
22,6,Clichéd sports movie with some good points,zetes,n/a,15/08/2025,"SpoilerA very cliché sports story, with so many corny moments that you'll have seen in six dozen other films that it becomes ludicrous long before its end. Yet, in some ways, it's pretty well done, and it nearly overcomes those clichés. Joel Edgerton and Tom Hardy play two brothers who parted ways way back when they were teenagers. Hardy went away with his mother and later joined the Marines after she passed away. Now he has returned to his father (Nick Nolte), a former drunk who drove his family apart. Edgerton didn't like his father much, either, but chose not to go with his brother and mother because he was in love with the woman he would eventually marry (Jennifer Morrison). Both brothers are skilled fighters and have their eyes set on the big prize in a mixed martial arts tournament. The film somewhat succeeds because it's very low-key. Most of the time, it's hard to notice how melodramatic and predictable the story is. The performances help, too (Joel Edgerton was my favorite of the three big characters). After a while, though, we get stuff like a wife who refuses to watch the fight impatiently pacing behind her cell phone, on a table in the foreground, waiting for a call to tell her her husband has won a match. And Hardy's story is beyond ridiculous - he gets invited to the tournament after beating up a trained MMA champion in a local gym - never mind that Hardy, at best, was just a trained wrestler many years ago in high school. Being in the Marines does not give you superpowers. That's just the start of the ridiculousness that ends up, obviously, with the two brothers fighting in the ring (with Edgerton's wife, at this point, of course watching from ringside). I should probably call Gavin O'Connor one of the best directors of the year, because, as over-the-top as all this stuff is (and, believe me, I barely scratched the surface - the movie runs for 2 hours and 20 minutes), it generally doesn't feel that way. If one doesn't look too closely at it, I could imagine it seeming great. But it's not.",True
23,10,Lifestyle,ChrisP-530,n/a,15/08/2025,"I train this, I live this lifestyle and there has never been a more accurate interpretation of the people around me than what was formed in this film. An excellent accurate and grounded depiction of the technical aspects of the sport of MMA the lifestyle of a so called warrior the drive to win to dominate to conquer, excellent performances all round you can tell hardy trains jiujitsu the transitions on the ground don't look sloppy, the chronography makes sense and never feels scripted it's like watching the UFC despite Dana white hating it for its tournament style (UFC started that way btw) and some fighters plus Jon anik in the film, best MMA film ever.",False
24,7,Good,doomedmac,n/a,15/08/2025,"This is a good movie, but it's a far cry from great. The script and plot are unimpressive.",False
25,4,Not too good,danmik-97189,n/a,15/08/2025,"Fairy tale story, good maybe for kids and American wrestling fans, but making a mockery of the UFC. The main characters are played by known actors who are doing a good job themselves, but the story is simply ridiculous. This could have been a great movie if they didn't exaggerate so much the main characters' backgrounds and kept the narrative at a potentially believable level. What a missed opportunity!",False
