Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
14,4,Ridley Scott's artificial epic isn't very impressive,mjneu59,n/a,15/08/2025,"Ridley Scott's Oscar-winning ersatz epic is one of the least spectacular big-screen spectacles ever sold to an undemanding public: a sand-and-sandal throwback stripped of the genre's all too necessary guilty pleasures. The idea was to recreate for today's digital generation a wide-screen Roman Empire costume drama from Hollywood's pre-video adolescence, but all the fancy computer imagery (and state-of-the-art budget) only makes the new film look and sound more solemn and pompous than its beefcake role models. Worse yet, the occasional token nod toward old-fashioned visual grandeur isn't enough to camouflage the claustrophobic TV screen compositions and typically frantic Madison Avenue editing job (designed, perhaps, to hide the digital wrinkles).Russell Crowe is the title character: a Roman general fallen from imperial favor, battling for his life and honor on the floor of the Coliseum, where the prize for victory is another day of slavery and the cost of defeat is a mercifully quick death. Crowe's protagonist is a man of few words, most of them delivered in a flat monotone, matching the equally colorless photography, shaded in picturesque hues of misty gray and mud brown sepia.Don't expect any surprises from the strictly formula riches-to-rags-to-rebel hero scenario, which doesn't even allow the villains (degenerate emperor Joaquin Phoenix and his sister/lover Connie Nielson) a chance to have any fun. Audiences (and too many critics, who should have known better) conditioned by habit to reject anything original made the film a worldwide hit, but even in our current age of diminished expectations it should have been clear that they don't make 'em like they used to anymore.",False
15,10,Amazing movie,marianstelian,n/a,15/08/2025,"This movie is amazing, every soul should see this, Russell Crowe deserved the Oscar",False
16,9,"Both Old-Fashioned And Modern, Gladiator Is An Intoxicating Blend Of Action Spectacle and Intimate Drama",jaredpahl,n/a,15/08/2025,"SpoilerGladiator, 2000's Best Picture winner, was undoubtedly one of the biggest successes of the decade. It made tons of box-office cash, nearly swept the Oscars, and revitalized the sword-and-sandals genre for years to come. Does the movie warrant the massive success it received? For the most part, yes. Ridley Scott's Roman blockbuster doesn't have quite the overwhelming emotion of another Oscar-winning epic, Braveheart, but as a brawny action spectacle, Gladiator soars. With a strong story, a profound sense of character, and action and special effects that are suitably exciting, Gladiator is a special kind of sword-and-sandals picture; One with a true dramatic core.Like the great epics of Hollywood's past, Gladiator is simple in its story. Russell Crowe stars as the Roman General, Maximus, whose life is thrown into chaos after the jealous Emperor Commodus (Joaquin Phoenix) arranges for his execution. Maximus is sold into slavery where he meets Proximo, a former gladiator played by Oliver Reed who shepherds him through life as a gladiator as Commodus scrambles to stop Maximus' influence among the people.The story of Gladiator is a rock-solid tale of revenge, bolstered by well written characters, some sly political subtext, and a couple of stellar performances from Crowe and Phoenix. The two principle characters, Maximus and Commodus, are what separates Gladiator from the slew of sword-and-sandals epics that came after it. They are simply but elegantly written as characters; Maximus, a man singularly driven by a need to return to his family, Commodus, a confused young man singularly driven by a need to be loved. However, it is the performances from Russell Crowe and Joaquin Phoenix that really elevate this material. Phoenix gives a brilliant portrait of an emotionally frustrated young man. He is completely unpredictable, but he never becomes campy. He is a real person with real problems, and there is an underlying sadness to his character that makes him so much more interesting than your typical stock villain. As for Crowe, his performance is all about physical presence. Apart from a few big emotional scenes, Crowe's performance is one of quiet masculine stoicism. He adds a remarkable gravitas to this character that all but makes the movie. You feel for him, you relate to him, you root for him, and you become inspired by him. It is a perfect heroic performance.The character stuff in Gladiator really works. Coming from a genre that made do with archetypal characters doing obligatory British accents for years, it is nothing short of a revelation that Gladiator is such a fulfilling dramatic experience. Here are characters you actually care about and not simply placeholders to string up the plot in between action scenes.When it comes to general filmmaking, Gladiator is rarely pedestrian and often astounding. Apart from some strange quirks in the filmmaking like the seemingly digitized zooms or the moments when the frame rate seems to cause a weird flicker effect, Gladiator is a deep, rich, and meticulously detailed visual experience. Hollywood production values don't get much higher than this. The technical departments are tops in terms of production design and costuming. The movie looks expensive, but there is something else in Gladiator's visual style that keeps your eyes glued to the screen. The look of the film, with its mix of traditional, large- scale sets and CG enhancements, is almost dreamlike. The environments of Ridley Scott's version of ancient Rome, including a painstakingly crafted digital recreation of the famous Colosseum, seem untethered to any kind of physical reality. It's as if what Scott has created is an environment that reflects the feeling of Ancient Rome rather than the reality of it. Just as with the deep characters and eloquent script, there's a modern feeling to Ridley Scott's filmmaking in Gladiator. The reliance on CGI is sometimes overdone, but in conjunction with the costumes, sets, and impressively grandiose score from Hans Zimmer, it adds to the intoxicating atmosphere of Ridley Scott's world.The main attraction of Gladiator is its scenes of gladiatorial combat, and on that front, Ridley Scott aptly gets the job done. There are a few moments when Scott falls back on to standard sword clashing and disorientating shaky cam, but for the most part, the action scenes are exciting, bloody, and imaginatively staged. The best action scenes are the opening Barbarian battle and a fantastic fight scene between Maximus, a veteran gladiator, and a Colosseum full of bloodthirsty tigers. In those scenes, Scott's emphasis on close-up, sweaty, brutal action is totally effective. I felt the cold of the forest mud, the heat of the flaming trees, the sharpness of the swords, and the dusty claustrophobia of the Arena. The action of Gladiator is visceral and bloody, and there is plenty of it. Those hungry for bloodsport will find more than enough manly derring-do to satiate their red-blooded desire.For all its dramatic depth, I can't say I came out of Gladiator heavily affected by feeling. This is still, at its core, a visceral experience, but the small character moments and the textured performances are miraculously riveting. I was intrigued by every second of Gladiator. The action scenes are thrilling, the dramatic scenes are mesmerizing, and the $103 million budget is all up there on the screen in every frame. Ridley Scott's direction is superlative, especially in the third act, as the story, action, and emotions reach a fever pitch. The last few scenes, including the climactic final showdown and the closing 'Elysium' scene, exhibit a crescendo of the kind of daring artistry that permeates the film's best sections. Gladiator is a meaty Hollywood epic of the best kind. It's visually sumptuous and supremely thrilling, but there is a beating heart within this beast. Sure there are a couple of bumps along the way, but with Crowe as the sturdy hero and a simple story of returning home, Gladiator stays with you long after the credits roll.92/100",True
17,10,Can't be missed!,Russell_,n/a,15/08/2025,"""Gladiator"" definitely is a classic film as it combines a simple, but moving, story with beautiful scenery, filming, direction and score  it is truly a ""complete"" movie.I am mostly compelled with the beautiful script which in a way reminds me of poetry, though it is still everyday language. I love the acting portrayed by the late Oliver Reed and also Richard Harris. Russell Crowe, Djimon Housou and Joaquin Phoenix are also superb and the parts suit them perfectly. There are also a number of less ""popular"" artists who also deserve a big ""bravo"". Amongst them I have to mention ex-Mr Universe Ralph Moeller who is mostly used as the comic relief of the movie. In Gladiator we can also the beautiful and popular Maltese TV Star and actress Ruth Frendo, who although has a small part, she is totally brilliant and outstanding.Actually I got to IMDb while I was looking for her name on the internet, in fact on IMDb she has some very stunning photos. I was lucky to meet Ruth Frendo whilst she was filming in another Maltese production. Ruth Frendo is not only a gorgeous and talented actress but she is also amazingly intelligent and very down-to-earth. We will definitely be seeing more of her work in the future...The scenery used for ""Gladiator"" is brilliant  and the opening battle scene is definitely one of my top favorite scenes. The modern camera technique contrasts sharply to the brutality of the gladiators actions and blood shed during the movie; and I love the light contrasts thanks to the lenses which most definitely have been used to create a surreal feel to the entire movie.""Gladiator"" deserves all the awards and great reviews it has received, and for those of you who still haven't gone and watched it  I can assure you that it will be well worth your time and money. So go on and rent it now!",False
18,10,"A nail biting, intense modern epic!",gregatory,n/a,15/08/2025,"Most films require that the viewer identifies with the character to truly be engrossed with the film. If you can't feel something for the character, than the audience is lost.Luckily, in Ridley Scott's case, Russel Crowe is so captivating and convincing as a general loved by his troops and as a slave loved by the people that the movie really works. Possibly one of the greatest actors today, Crowe carries this epic film on his very capable shoulders.Not to say that he is the only reason this works. The supporting cast, most notably Connie Neilsen, buoy the film to new perspectives.Jacquin Phoenix definitely captures the egotisitcal persona he should display, stealing every scene he's in. Phoenix will surely be put on the map with Gladiator.But the real shining star in this film are the incredible action sequences which jolt the viewer right in with the opening sequences, as Maximus' true worth to the Roman Empire is displayed. Scott's camera work within these completed sequences takes a modern twist that really works for the gruesome scenes.Crowe will now get the respect he deserves for this collosal performance. Gladiator makes the most of its 2 and a half hours, marking a triumphant comeback for the long forgotten epics of the classic days of film. ALL HAIL MAXIMUS!",False
19,10,Edge of Your Seat Fun!,shoktart,n/a,15/08/2025,"Great Story!  Great Writing!  Great Acting!  Great Directing!  Great Score! This movie has it all.  I especially enjoyed the mood of the film.  Even though it has a lot of action, there is a subtle elegance throughout the picture that gives it great style.  The movie flows effortlessly from scene to scene, while at the same time creating wonderful intensity and nail-biting excitement.The acting in the movie more than lives up to expectations.  Russell Crowe is brilliant in his role as Maximus, the ""general who became a slave, who became a gladiator, who defied an emperor.""  Crowe's intense style is perfect for the relentless determination and confidence of Maximus.  Joaquin Phoenix is equally wonderful in his role as Commodus, the corrupt emperor. He plays a great villain because he is able to give Commodus depth by showing certain vulnerable or fragile sides, while at the same time instantly transforming to let the ruthless nature of his volatile character shine.  It also helps that Joaquin has the classic Caesar look that works perfectly with his role.Connie Nielsen is also very good as Lucilla.  However, perhaps the two finest performances in the movie were given by a couple of acting veterans in supporting roles.  Richard Harris and Oliver Reed were exceptional in what will be remembered as crowning achievements at the end of their careers.  Harris was perfect as Marcus Aurelius, the aging Caesar who reflects upon his life and contemplates how the world will remember him. And Reed, especially, gave my personal favorite performance in the movie as Proximo, the trainer for the gladiators.  The way he spoke about the life of a gladiator, the splendor of Rome, and the ""thrill of the Coliseum"" really added excitement and anticipation during the viewing of the movie.Gladiator is filled with many memorable moments that one would need to see more than once to fully appreciate.  The excitement felt for me when Rome is first shown in all its wonder and marvel is my favorite scene.  But the whole movie is a rush!  Hans Zimmer provides the absolute perfect score to capture the different moods in the movie.  Ridley Scott sets the perfect tone with his artistic and creative directing.  I would recommend it to anyone who can stomach intensity and enjoy an epic story for the ages.  Next to Braveheart, this movie is the greatest of all-time!",False
20,9,"Disturbing, but beautifully made and well acted, as well as jaw-dropping scenery!",TheLittleSongbird,n/a,15/08/2025,"Ridley Scott rarely disappoints with his films. All of them, including the unjustly-maligned Legend, are visually stunning and just show the director's artistic genius. Gladiator should be up there as one of the best films he's done, if not the best. Almost everything on screen is very graphic, making some scenes upsetting to watch, but the visuals are just outstanding. The music score by Hans Zimmer just adds to the drama that is already there in the script. which is well written and rather Shakespearean. The performances were brilliant, especially Joaquin Pheonix and Oliver Reed. Russell Crowe is wholly convincing in the title role, and Richard Harris and Connie Nielson are also excellent. The costumes are brilliant, as well as the sets. In conclusion, Gladiator is a near masterpiece, only marred by some upsetting scenes. 9/10 Bethany Cox.",False
21,n/a,Cecil B DeMille eat your heart out,n/a,n/a,15/08/2025,"The epic blockbuster returns with the 21st Century's answer to Cecil B DeMille, Ridley Scott and his dramatic tale of courage and revenge, GLADIATOR - ""the general who became a slave, the slave who became a gladiator, the gladiator who defied an emperor"".Once a great roman General, and as good as adopted son of Marcus Aurelius Caesar (Harris), Maximus (Crowe) is forced into exile by Commodus (Phoenix), heir to the throne, after the death of Marcus. Saved from death by slavers, he is purchased for use as a gladiator by Proximo (Reed) and ends up in the arena of all arena's, the Colloseum, where he proves unbeatable under his guise as ""The Spaniard"".And with a budget of over $100m, Scott certainly delivers the goods. GLADIATOR transcends the notion of 'blockbuster' that we have become accustomed to in the age of electronic and special effects wizardry and instead offers a good old fashioned action film along the lines of Spartacus and and Ben Hur. Not only are we drawn into an archetypal story that contains all the classic elements a filmgoer could dream of (love, loss, courage, despair, good triumphing over evil etc etc) - also on offer is a visual feast of cinematic painting after painting - a rich tapestry of images that are breathtaking and ultimately visually satisfying. From the plains of Germania, to the desert stronghold of Zuchobar, and finally to great Rome herself, John Mathiesion, the cinematographer is to be commended highly for his general inventiveness and ability to capture so much on film. The opening  battle scene is superb as a cast of thousands erupt across the screen and provide an indication that we are about to see a film that pays incredible attention to detail throughout its entirety. In every way, Scott has created a world for us that scuttles films of similar epic undertakings (and budgets!) and sends them to their dooms at the bottom of the murky depths of film history where they belong.The cast is generally very strong. Crowe proves himself very suitable to the task with a great emotional range and depth of character. His accent ocassionally bugged me (as did the mish mash of accents on offer - but that is I guess a legacy of 'internationally casted films'), but this aside, he was well and truly up to the task. Phoenix is also excellent as the disturbed Commodus, as is Nielson as Lucilla, the daughter of Marcus who ""should have been a son"" and finds herself torn between loyalty to her brother and doing what is 'right'. The old guard thesps of Harris, Reed and Jacobi (Grachus) are uniformly strong as supporting characters, and Spencer Treat Clark (Lucius) does a fine job as the young heir to the throne.Add to this great cast excellent editing and post production work, and an intricate soundscape (including a magnificent Hans Zimmer score), and you have a film that, despite its length, was highly palatable and had me in there from beginning to end. A must see.",False
22,7,Victory of production over a lousy script,CherryBlossomBoy,n/a,15/08/2025,"There is an unwritten rule in movie making that if you have an excellent script it doesn't matter how you film it. If you have a lousy script - then everything else matters, the direction, the cinematography, the acting, the music... ""Gladiator"" is an epitome of the latter half of that rule. The case where direction, music, acting and art direction completely redeemed a crappy story.For me it took watching it in German overdubbing. As I don't speak German there was nothing to detract me from visuals and music. And it's a new experience on another level. But more on that later. First the crappy part. The story.Make no mistake, whether you care about history or not, this is a horrible script. It's taking huge (and quite unacceptable) liberties with the period it purports to portray, it's unconvincing even on its own terms, the dialog is pretty much high school and in its core it's a predictable revenge story told a zillion times before. Apparently (according to a documentary about Hollywood screenwriters) only Russell Crowe didn't know what turd the script was so he contributed himself with the juvenile ""husband of the dead wife"" speech.Ridley Scott and his crew apparently knew what stinker they had to work with and did their best to defeat it with excellence in all areas and actually made two films in one.On the surface it's a revenge story. The hero, a favorite army general turned gladiator, seeks revenge against a young emperor, who had general's family killed during the tumultuous succession to the throne. The military battles and the gladiatorial bouts required for this aspect of the movie are done both to tremendous detail and on a grand scale. With the help of CGI they are seen in all their glory and gore. Some accuse Scott of shying away from action but his direction shows everything one needs to see. Yes, the cuts are brief, the camera sometimes doesn't follow through, but the editing is pure poetry and you miss nothing. Cinematography-wise every frame is shot in a way that you could just hang it on a wall as a nice picture. Costumes and scenery are impeccable. A revenge story, yes, but well worth watching.But on another level ""Gladiator"" plays out like a remake of ""Fall of a Roman Empire"". But it's not in the script. It's in the mood set again by production. This other story is about the decline and death of classical Rome and its ideals. There is simple yet effective symbolism to express it, the play on dark and light and the sunrise-sunset arc. The movie starts with a battle at dawn, the way the Rome itself had once dawned, fighting. There is an ideal Roman hero, valiant and dutiful, there's a typical Roman villain, clandestine and scheming. Hero does his best in the light, the villain does his worst in the dark, whenever they swap environments during the movie they fail miserably. The story ends at sunset, symbolizing the end of the Empire itself, and although an uplifting speech is given at that point it is defeated by the setting sun.The feeling of the doom is constantly emphasized by melancholic music. The dreamlike experience of the main character who is already dead but doesn't yet know it is enhanced when he finally visits Rome and the city is an idealistic, blown in proportions version of itself. The script may be a complete falsification of history, but the feeling of decline one gets when watching those scenes is probably completely faithful.So forget the story and the closing speech. Watch and listen the movie. The Roman Empire is living and dying once more before your very eyes.",False
23,10,One of the Greatest Movies I have Ever Seen,comingaround,n/a,15/08/2025,"SpoilerThis is wonderful storytelling.  The opening Battle Scene simply mesmerizes, showing the brutal nature of combat for Roman conquests.  I went back to see the film again.  The first time I didn't hear anything Crowe said before the battle.  I was just too visually caught-up.  The second time I listened very closely and caught the wise yet succinct line from Maximus ""what we do in life... echoes in eternity.""  Awesome.A simple man v. an emperor.  I just loved the resilience Maximus showed throughout the movie.  I find in most movies, there is an irritatingly slow process where the character has to ""find himself,"" not so with Gladiator. Maximus does what is needed.I liked how there were only two or three issues within this film.  One was the afterlife.  Aspects of the afterlife are opened, but not overdone.  Love of family is given sizable focus. I liked the theme of love of country that we see as well, although it may not be justly deserved, it is never questioned.The visual effects were amazing.  It actually had me wanting to believe that's the way Rome actually looked in all it's glory.  The battle of Carthage reenactment was really great.The ending is just hypnotic. Intentionally or unintentionally it was simply emotional.  The music is wonderfully beautiful as if Maximus' family are telling him...you have arrived.Bottom line: magnificent.  Visually and emotionally satisfying.",True
